,title,domestic_gross,foreign_gross,year
2193,The New Girlfriend,147000.0,The New Girlfriend,2015
2194,Tangerines,145000.0,Tangerines,2015
2195,Manglehorn,143000.0,Manglehorn,2015
2196,Ingrid Bergman: In Her Own Words,138000.0,Ingrid Bergman: In Her Own Words,2015
2197,Twenty (2015),136000.0,Twenty (2015),2015
2198,La Sapienza,135000.0,La Sapienza,2015
2199,Mississippi Grind,131000.0,Mississippi Grind,2015
2200,A Journey Through Time with Anthony,127000.0,A Journey Through Time with Anthony,2015
2201,Boulevard,126000.0,Boulevard,2015
2202,Z for Zachariah,121000.0,Z for Zachariah,2015
2203,Do I Sound Gay?,119000.0,Do I Sound Gay?,2015
2204,Love Live! The School Idol Movie,116000.0,Love Live! The School Idol Movie,2015
2205,She's Funny That Way,112000.0,She's Funny That Way,2015
2206,Memories of the Sword,111000.0,Memories of the Sword,2015
2207,The Look of Silence,109000.0,The Look of Silence,2015
2208,The Beauty Inside,108000.0,The Beauty Inside,2015
2209,The Chronicles of Evil,105000.0,The Chronicles of Evil,2015
2210,Every Secret Thing,104000.0,Every Secret Thing,2015
2211,Ghost in the Shell: The New Movie,101000.0,Ghost in the Shell: The New Movie,2015
2212,Black Souls (Anime Nere),101000.0,Black Souls (Anime Nere),2015
2213,A Poem Is a Naked Person (2015 re-issue),96600.0,A Poem Is a Naked Person (2015 re-issue),2015
2214,Saving Mr. Wu,92700.0,Saving Mr. Wu,2015
2215,The Tales of Hoffmann (2015 re-issue),91900.0,The Tales of Hoffmann (2015 re-issue),2015
2216,Christmas Eve,91300.0,Christmas Eve,2015
2217,Queen of Earth,91200.0,Queen of Earth,2015
2218,Hero (2015),88700.0,Hero (2015),2015
2219,Sunshine Superman,88100.0,Sunshine Superman,2015
2220,Heaven Knows What,80700.0,Heaven Knows What,2015
2221,Nasty Baby,79800.0,Nasty Baby,2015
2222,The Wonders,73400.0,The Wonders,2015
2223,Predestination,68400.0,Predestination,2015
2224,People Places Things,67000.0,People Places Things,2015
2225,Eden,65500.0,Eden,2015
2226,The Duke of Burgundy,64500.0,The Duke of Burgundy,2015
2227,The Office,63700.0,The Office,2015
2228,Flowers,61600.0,Flowers,2015
2229,Only You,61600.0,Only You,2015
2230,Girlhood (2015),60800.0,Girlhood (2015),2015
2231,Jauja,60200.0,Jauja,2015
2232,Gueros,60100.0,Gueros,2015
2233,I Smile Back,58700.0,I Smile Back,2015
2234,The Ark of Mr. Chow,54100.0,The Ark of Mr. Chow,2015
2235,Love Thy Nature,41100.0,Love Thy Nature,2015
2236,The Advocate: A Missing Body,50200.0,The Advocate: A Missing Body,2015
2237,Heist (2015),50100.0,Heist (2015),2015
2238,Difret,49700.0,Difret,2015
2239,Appropriate Behavior,46900.0,Appropriate Behavior,2015
2240,Beyond the Reach,45900.0,Beyond the Reach,2015
2241,The Salvation,44900.0,The Salvation,2015
2242,Madame Bovary,44200.0,Madame Bovary,2015
2243,Charlie's Country,42900.0,Charlie's Country,2015
2244,Pearl Button,42200.0,Pearl Button,2015
2245,Queen and Country,41300.0,Queen and Country,2015
2246,The Phone,40500.0,The Phone,2015
2247,What Our Fathers Did: A Nazi Legacy,40100.0,What Our Fathers Did: A Nazi Legacy,2015
2248,Lila & Eve,38300.0,Lila & Eve,2015
2249,Before We Go,37200.0,Before We Go,2015
2250,The Mafia Only Kills in Summer,37100.0,The Mafia Only Kills in Summer,2015
2251,Knock Knock,36300.0,Knock Knock,2015
2252,Kindergarten Teacher,36200.0,Kindergarten Teacher,2015
2253,Welcome to Leith,36000.0,Welcome to Leith,2015
2254,Wild City,34900.0,Wild City,2015
2255,The Forbidden Room,34400.0,The Forbidden Room,2015
2256,Song One,32299.0,Song One,2015
2257,Love Forecast,32200.0,Love Forecast,2015
2258,"Out 1, noli me tangere",31500.0,"Out 1, noli me tangere",2015
2259,"3 1/2 Minutes, 10 Bullets",30400.0,"3 1/2 Minutes, 10 Bullets",2015
2260,Paulette,29500.0,Paulette,2015
2261,The Cut,28100.0,The Cut,2015
2262,The Keeping Room,27200.0,The Keeping Room,2015
2263,Big Game,24600.0,Big Game,2015
2264,Kill Me Three Times,24300.0,Kill Me Three Times,2015
2265,"Hippocrates, Diary of a French Doctor",23100.0,"Hippocrates, Diary of a French Doctor",2015
2266,Court,22900.0,Court,2015
2267,Salut D'Amour,22500.0,Salut D'Amour,2015
2268,Mediterranea,22100.0,Mediterranea,2015
2269,Noma - My Perfect Storm,21100.0,Noma - My Perfect Storm,2015
2270,The Little Death,18200.0,The Little Death,2015
2271,Gangnam 1970,18000.0,Gangnam 1970,2015
2272,Strangerland,17500.0,Strangerland,2015
2273,Eastern Boys,16800.0,Eastern Boys,2015
2274,Extraction,16800.0,Extraction,2015
2275,Eva,16700.0,Eva,2015
2276,The World of Kanako,16600.0,The World of Kanako,2015
2277,Zombeavers,14900.0,Zombeavers,2015
2278,The Hallow,13900.0,The Hallow,2015
2279,Amour Fou,13700.0,Amour Fou,2015
2280,Arabian Nights: Volume 1 - The Restless One,12300.0,Arabian Nights: Volume 1 - The Restless One,2015
2281,Of Horses and Men,11900.0,Of Horses and Men,2015
2282,Marie's Story,11700.0,Marie's Story,2015
2283,1001 Grams,11000.0,1001 Grams,2015
2284,Empire of Lust,10700.0,Empire of Lust,2015
2285,The Forecaster,10200.0,The Forecaster,2015
2286,Still Life (2015),9500.0,Still Life (2015),2015
2287,Every Thing Will be Fine,9200.0,Every Thing Will be Fine,2015
2288,The Lesson,9000.0,The Lesson,2015
2289,An Eye for Beauty,9000.0,An Eye for Beauty,2015
2290,Northern Soul,8900.0,Northern Soul,2015
2291,The Girl in the Book,8200.0,The Girl in the Book,2015
2292,Steak (R)evolution,8000.0,Steak (R)evolution,2015
2293,On the Way to School,7400.0,On the Way to School,2015
2294,Hungry Hearts,6900.0,Hungry Hearts,2015
2295,Steve McQueen: The Man & Le Mans,6800.0,Steve McQueen: The Man & Le Mans,2015
2296,Arabian Nights: Volume 2 - The Desolate One,6400.0,Arabian Nights: Volume 2 - The Desolate One,2015
2297,Alleluia,6300.0,Alleluia,2015
2298,Barely Lethal,6100.0,Barely Lethal,2015
2299,Chic!,5600.0,Chic!,2015
2300,Far from Men,5300.0,Far from Men,2015
2301,The Dead Lands,5200.0,The Dead Lands,2015
2302,Jenny's Wedding,4700.0,Jenny's Wedding,2015
2303,Against the Sun,4600.0,Against the Sun,2015
2304,Ashby,4600.0,Ashby,2015
2305,Arabian Nights: Volume 3 - The Enchanted One,4500.0,Arabian Nights: Volume 3 - The Enchanted One,2015
2306,The Summer of Sangaile,4500.0,The Summer of Sangaile,2015
2307,Club Life,4400.0,Club Life,2015
2308,Back to the Jurassic,4400.0,Back to the Jurassic,2015
2309,In the Basement,3600.0,In the Basement,2015
2310,Fidelio: Alice's Odyssey,3600.0,Fidelio: Alice's Odyssey,2015
2311,That Sugar Film,3500.0,That Sugar Film,2015
2312,Xenia,3200.0,Xenia,2015
2313,The Iron Ministry,3200.0,The Iron Ministry,2015
2314,The Lady in the Car with Glasses and a Gun,2200.0,The Lady in the Car with Glasses and a Gun,2015
2315,Stations of the Cross,1500.0,Stations of the Cross,2015
2316,Skin Trade,1200.0,Skin Trade,2015
2317,Thanks to My Friends,900.0,Thanks to My Friends,2015
2318,REC 4: Apocalypse,800.0,REC 4: Apocalypse,2015
2319,It's All So Quiet (Boven is het stil),700.0,It's All So Quiet (Boven is het stil),2015
2320,Tough Being Loved By Jerks,700.0,Tough Being Loved By Jerks,2015
2321,The Chambermaid,300.0,The Chambermaid,2015
2322,Captain America: Civil War,408100000.0,Captain America: Civil War,2016
2323,Rogue One: A Star Wars Story,532200000.0,Rogue One: A Star Wars Story,2016
2324,Finding Dory,486300000.0,Finding Dory,2016
2325,Zootopia,341300000.0,Zootopia,2016
2326,The Jungle Book (2016),364000000.0,The Jungle Book (2016),2016
2327,The Secret Life of Pets,368400000.0,The Secret Life of Pets,2016
2328,Batman v Superman: Dawn of Justice,330400000.0,Batman v Superman: Dawn of Justice,2016
2329,Fantastic Beasts and Where To Find Them,234000000.0,Fantastic Beasts and Where To Find Them,2016
2330,Deadpool,363100000.0,Deadpool,2016
2331,Suicide Squad,325100000.0,Suicide Squad,2016
2332,Doctor Strange,232600000.0,Doctor Strange,2016
2333,Moana,248800000.0,Moana,2016
2334,Sing,270400000.0,Sing,2016
2335,The Mermaid (Mei ren yu),3200000.0,The Mermaid (Mei ren yu),2016
2336,X-Men: Apocalypse,155400000.0,X-Men: Apocalypse,2016
2337,Kung Fu Panda 3,143500000.0,Kung Fu Panda 3,2016
2338,La La Land,151100000.0,La La Land,2016
2339,Warcraft,47400000.0,Warcraft,2016
2340,Jason Bourne,162400000.0,Jason Bourne,2016
2341,Ice Age: Collision Course,64099999.0,Ice Age: Collision Course,2016
2342,Independence Day: Resurgence,103100000.0,Independence Day: Resurgence,2016
2343,Monster Hunt,32800.0,Monster Hunt,2016
2344,The Legend of Tarzan,126600000.0,The Legend of Tarzan,2016
2345,The Angry Birds Movie,107500000.0,The Angry Birds Movie,2016
2346,Trolls,153700000.0,Trolls,2016
2347,Star Trek Beyond,158800000.0,Star Trek Beyond,2016
2348,Now You See Me 2,65099999.0,Now You See Me 2,2016
2349,The Conjuring 2,102500000.0,The Conjuring 2,2016
2350,Passengers (2016),100000000.0,Passengers (2016),2016
2351,Dangal,12400000.0,Dangal,2016
2352,Alice Through the Looking Glass,77000000.0,Alice Through the Looking Glass,2016
2353,Miss Peregrine's Home for Peculiar Children,87200000.0,Miss Peregrine's Home for Peculiar Children,2016
2354,Teenage Mutant Ninja Turtles: Out of the Shadows,82100000.0,Teenage Mutant Ninja Turtles: Out of the Shadows,2016
2355,Assassin's Creed,54600000.0,Assassin's Creed,2016
2356,Sully,125100000.0,Sully,2016
2357,Hidden Figures,169600000.0,Hidden Figures,2016
2358,Ghostbusters (2016),128400000.0,Ghostbusters (2016),2016
2359,Inferno,34300000.0,Inferno,2016
2360,Central Intelligence,127400000.0,Central Intelligence,2016
2361,Bridget Jones's Baby,24300000.0,Bridget Jones's Baby,2016
2362,Me Before You,56200000.0,Me Before You,2016
2363,London Has Fallen,62500000.0,London Has Fallen,2016
2364,Arrival,100500000.0,Arrival,2016
2365,The Monkey King 2 in 3D,710000.0,The Monkey King 2 in 3D,2016
2366,Bad Moms,113300000.0,Bad Moms,2016
2367,Storks,72700000.0,Storks,2016
2368,The BFG,55500000.0,The BFG,2016
2369,The Divergent Series: Allegiant,66200000.0,The Divergent Series: Allegiant,2016
2370,Hacksaw Ridge,67200000.0,Hacksaw Ridge,2016
2371,The Girl on the Train (2016),75400000.0,The Girl on the Train (2016),2016
2372,Operation Mekong,800000.0,Operation Mekong,2016
2373,The Huntsman: Winter's War,48400000.0,The Huntsman: Winter's War,2016
2374,The Magnificent Seven (2016),93400000.0,The Magnificent Seven (2016),2016
2375,Jack Reacher: Never Go Back,58700000.0,Jack Reacher: Never Go Back,2016
2376,Don't Breathe,89200000.0,Don't Breathe,2016
2377,Ip Man 3,2700000.0,Ip Man 3,2016
2378,The Accountant,86300000.0,The Accountant,2016
2379,Gods of Egypt,31200000.0,Gods of Egypt,2016
2380,Lights Out,67300000.0,Lights Out,2016
2381,Pete's Dragon (2016),76200000.0,Pete's Dragon (2016),2016
2382,Sausage Party,97700000.0,Sausage Party,2016
2383,Lion,51700000.0,Lion,2016
2384,Detective Chinatown (Tang ren jie tan an),474000.0,Detective Chinatown (Tang ren jie tan an),2016
2385,Mechanic: Resurrection,21200000.0,Mechanic: Resurrection,2016
2386,Ride Along 2,91200000.0,Ride Along 2,2016
2387,Deepwater Horizon,61400000.0,Deepwater Horizon,2016
2388,Allied,40100000.0,Allied,2016
2389,The Shallows,55100000.0,The Shallows,2016
2390,The Purge: Election Year,79200000.0,The Purge: Election Year,2016
2391,Why Him?,60300000.0,Why Him?,2016
2392,Finding Mr. Right 2,0.0,Finding Mr. Right 2,2016
2393,Office Christmas Party,54800000.0,Office Christmas Party,2016
2394,How to Be Single,46800000.0,How to Be Single,2016
2395,10 Cloverfield Lane,72100000.0,10 Cloverfield Lane,2016
2396,The 5th Wave,34900000.0,The 5th Wave,2016
2397,Neighbors 2: Sorority Rising,55500000.0,Neighbors 2: Sorority Rising,2016
2398,Cold War 2,561000.0,Cold War 2,2016
2399,The Little Prince,1300000.0,The Little Prince,2016
2400,Dirty Grandpa,35600000.0,Dirty Grandpa,2016
2401,Ben-Hur (2016),26400000.0,Ben-Hur (2016),2016
2402,Money Monster,41000000.0,Money Monster,2016
2403,My Big Fat Greek Wedding 2,59700000.0,My Big Fat Greek Wedding 2,2016
2404,Collateral Beauty,31000000.0,Collateral Beauty,2016
2405,Train to Busan,2100000.0,Train to Busan,2016
2406,Sultan,6200000.0,Sultan,2016
2407,War Dogs,43000000.0,War Dogs,2016
2408,Nerve,38600000.0,Nerve,2016
2409,Ouija: Origin of Evil,35100000.0,Ouija: Origin of Evil,2016
2410,Manchester by the Sea,47700000.0,Manchester by the Sea,2016
2411,The Boss,63300000.0,The Boss,2016
2412,Shin Godzilla,1900000.0,Shin Godzilla,2016
2413,Mike and Dave Need Wedding Dates,46000000.0,Mike and Dave Need Wedding Dates,2016
2414,Boo! A Madea Halloween,73200000.0,Boo! A Madea Halloween,2016
2415,Miracles from Heaven,61700000.0,Miracles from Heaven,2016
2416,I Am Not Madame Bovary,437000.0,I Am Not Madame Bovary,2016
2417,Kubo and the Two Strings,48000000.0,Kubo and the Two Strings,2016
2418,13 Hours: The Secret Soldiers of Benghazi,52900000.0,13 Hours: The Secret Soldiers of Benghazi,2016
2419,Moonlight (2016),27900000.0,Moonlight (2016),2016
2420,Fences,57700000.0,Fences,2016
2421,The Boy (2016),35800000.0,The Boy (2016),2016
2422,"Hail, Caesar!",30500000.0,"Hail, Caesar!",2016
2423,The Nice Guys,36300000.0,The Nice Guys,2016
2424,L.O.R.D: Legend of Ravaging Dynasties,350000.0,L.O.R.D: Legend of Ravaging Dynasties,2016
2425,Nine Lives (2016),19700000.0,Nine Lives (2016),2016
2426,Zoolander 2,28800000.0,Zoolander 2,2016
2427,Barbershop: The Next Cut,54000000.0,Barbershop: The Next Cut,2016
2428,The Finest Hours,27600000.0,The Finest Hours,2016
2429,Master,597000.0,Master,2016
2430,Patriots Day,31900000.0,Patriots Day,2016
2431,Florence Foster Jenkins,27400000.0,Florence Foster Jenkins,2016
2432,Mother's Day,32500000.0,Mother's Day,2016
2433,Luck-Key,467000.0,Luck-Key,2016
2434,Yo-kai Watch: The Movie,257000.0,Yo-kai Watch: The Movie,2016
2435,A Monster Calls,3700000.0,A Monster Calls,2016
2436,Eddie the Eagle,15800000.0,Eddie the Eagle,2016
2437,Risen,36900000.0,Risen,2016
2438,Blair Witch,20800000.0,Blair Witch,2016
2439,Cafe Society,11100000.0,Cafe Society,2016
2440,Almost Christmas,42200000.0,Almost Christmas,2016
2441,The Witch,25100000.0,The Witch,2016
2442,The Wild Life (2016),8000000.0,The Wild Life (2016),2016
2443,Criminal (2016),14700000.0,Criminal (2016),2016
2444,Absolutely Fabulous: The Movie,4800000.0,Absolutely Fabulous: The Movie,2016
2445,Hell or High Water,27000000.0,Hell or High Water,2016
2446,The Forest,26600000.0,The Forest,2016
2447,Snowden,21600000.0,Snowden,2016
2448,Billy Lynn's Long Halftime Walk,1700000.0,Billy Lynn's Long Halftime Walk,2016
2449,When the Bough Breaks,29700000.0,When the Bough Breaks,2016
2450,Nocturnal Animals,10700000.0,Nocturnal Animals,2016
2451,Keeping Up with the Joneses,14900000.0,Keeping Up with the Joneses,2016
2452,Ae Dil Hai Mushkil,4300000.0,Ae Dil Hai Mushkil,2016
2453,Fan,2300000.0,Fan,2016
2454,M.S. Dhoni: The Untold Story,1800000.0,M.S. Dhoni: The Untold Story,2016
2455,The Light Between Oceans,12500000.0,The Light Between Oceans,2016
2456,The Brothers Grimsby,6900000.0,The Brothers Grimsby,2016
2457,Race (2016),19200000.0,Race (2016),2016
2458,Free State of Jones,20800000.0,Free State of Jones,2016
2459,A Beautiful Planet,15500000.0,A Beautiful Planet,2016
2460,God's Not Dead 2,20800000.0,God's Not Dead 2,2016
2461,Silence (2016),7100000.0,Silence (2016),2016
2462,Middle School: The Worst Years of My Life,20000000.0,Middle School: The Worst Years of My Life,2016
2463,Triple 9,12600000.0,Triple 9,2016
2464,Whiskey Tango Foxtrot,23100000.0,Whiskey Tango Foxtrot,2016
2465,Captain Fantastic,5900000.0,Captain Fantastic,2016
2466,Live By Night,10400000.0,Live By Night,2016
2467,Julieta,1500000.0,Julieta,2016
2468,Solace,0.0,Solace,2016
2469,Fifty Shades of Black,11700000.0,Fifty Shades of Black,2016
2470,Keanu,20600000.0,Keanu,2016
2471,El Clan,201000.0,El Clan,2016
2472,The Edge of Seventeen,14400000.0,The Edge of Seventeen,2016
2473,The Choice,18700000.0,The Choice,2016
2474,Eye in the Sky,18700000.0,Eye in the Sky,2016
2475,Bad Santa 2,17800000.0,Bad Santa 2,2016
2476,Regression,55000.0,Regression,2016
2477,Neerja,1600000.0,Neerja,2016
2478,Masterminds (2016),17400000.0,Masterminds (2016),2016
2479,Norm of the North,17100000.0,Norm of the North,2016
2480,Hardcore Henry,9300000.0,Hardcore Henry,2016
2481,Pride and Prejudice and Zombies,10900000.0,Pride and Prejudice and Zombies,2016
2482,The Infiltrator,15400000.0,The Infiltrator,2016
2483,Kapoor & Sons - Since 1921,2600000.0,Kapoor & Sons - Since 1921,2016
2484,The Take (2016),50300.0,The Take (2016),2016
2485,Sword Master,75500.0,Sword Master,2016
2486,"Hello, My Name is Doris",14400000.0,"Hello, My Name is Doris",2016
2487,The Other Side of the Door,3000000.0,The Other Side of the Door,2016
2488,Love & Friendship,14000000.0,Love & Friendship,2016
2489,Jackie,14000000.0,Jackie,2016
2490,Sing Street,3200000.0,Sing Street,2016
2491,Shut In,6900000.0,Shut In,2016
2492,Loving,7800000.0,Loving,2016
2493,The Beatles: Eight Days a Week - The Touring Years,2900000.0,The Beatles: Eight Days a Week - The Touring Years,2016
2494,The Man Who Knew Infinity,3900000.0,The Man Who Knew Infinity,2016
2495,No Manches Frida,11500000.0,No Manches Frida,2016
2496,The Darkness,10800000.0,The Darkness,2016
2497,Our Kind of Traitor,3200000.0,Our Kind of Traitor,2016
2498,The Perfect Match,9700000.0,The Perfect Match,2016
2499,Queen of Katwe,8900000.0,Queen of Katwe,2016
2500,Miss Sloane,3500000.0,Miss Sloane,2016
2501,Ratchet & Clank,8800000.0,Ratchet & Clank,2016
2502,Morgan,3900000.0,Morgan,2016
2503,The Lobster (US Release),8700000.0,The Lobster (US Release),2016
2504,My King (Mon roi),54100.0,My King (Mon roi),2016
2505,Pele: Birth of a Legend,57000.0,Pele: Birth of a Legend,2016
2506,A Bigger Splash,2000000.0,A Bigger Splash,2016
2507,Southside with You,6300000.0,Southside with You,2016
2508,The Young Messiah,6500000.0,The Young Messiah,2016
2509,Incarnate,4800000.0,Incarnate,2016
2510,Max Steel,3800000.0,Max Steel,2016
2511,Midnight Special,3700000.0,Midnight Special,2016
2512,The Duelist,13500.0,The Duelist,2016
2513,The Autopsy of Jane Doe,10500.0,The Autopsy of Jane Doe,2016
2514,My Best Friend's Wedding (2016),78600.0,My Best Friend's Wedding (2016),2016
2515,Genius,1400000.0,Genius,2016
2516,20th Century Women,5700000.0,20th Century Women,2016
2517,Hunt for the Wilderpeople,5200000.0,Hunt for the Wilderpeople,2016
2518,Bleed for This,5100000.0,Bleed for This,2016
2519,Hands of Stone,4700000.0,Hands of Stone,2016
2520,Men & Chicken,30200.0,Men & Chicken,2016
2521,The Meddler,4300000.0,The Meddler,2016
2522,A Hologram for the King,4200000.0,A Hologram for the King,2016
2523,Swiss Army Man,4200000.0,Swiss Army Man,2016
2524,Denial,4099999.0,Denial,2016
2525,Indignation,3400000.0,Indignation,2016
2526,Kabali,3900000.0,Kabali,2016
2527,Rules Don't Apply,3700000.0,Rules Don't Apply,2016
2528,Where to Invade Next,3800000.0,Where to Invade Next,2016
2529,Batman: The Killing Joke,3800000.0,Batman: The Killing Joke,2016
2530,Naam Hai Akira,219000.0,Naam Hai Akira,2016
2531,A Man Called Ove,3500000.0,A Man Called Ove,2016
2532,Miles Ahead,2600000.0,Miles Ahead,2016
2533,Everybody Wants Some!!,3400000.0,Everybody Wants Some!!,2016
2534,Maggie's Plan,3400000.0,Maggie's Plan,2016
2535,The Program (2016),13100.0,The Program (2016),2016
2536,Green Room,3200000.0,Green Room,2016
2537,The Eagle Huntress,3200000.0,The Eagle Huntress,2016
2538,Compadres,3100000.0,Compadres,2016
2539,Desierto,2000000.0,Desierto,2016
2540,Anthropoid,3000000.0,Anthropoid,2016
2541,Hillsong - Let Hope Rise,2400000.0,Hillsong - Let Hope Rise,2016
2542,El Jeremias,650000.0,El Jeremias,2016
2543,The Disappointments Room,2400000.0,The Disappointments Room,2016
2544,Dear Zindagi,2400000.0,Dear Zindagi,2016
2545,Elle,2300000.0,Elle,2016
2546,Paterson,2200000.0,Paterson,2016
2547,Equals,33300.0,Equals,2016
2548,I'm Not Ashamed,2100000.0,I'm Not Ashamed,2016
2549,The Dressmaker,2000000.0,The Dressmaker,2016
2550,The Handmaiden,2000000.0,The Handmaiden,2016
2551,Demolition,2000000.0,Demolition,2016
2552,American Honey,663000.0,American Honey,2016
2553,Busco Novio Para Mi Mujer,1700000.0,Busco Novio Para Mi Mujer,2016
